@relation 'churn1-weka.filters.unsupervised.attribute.Remove-R1,3-4,9-10,12-13,15-16,18-19-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R1-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R4-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R5-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R6-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R7-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R9-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R10-precision6-weka.filters.unsupervised.attribute.Discretize-B2-M-1.0-R8-precision6'

@attribute 'Account Length' {'low','medium','high'}
@attribute 'Int\'l Plan' {no,yes}
@attribute 'VMail Plan' {yes,no}
@attribute 'Day Mins' {'low','medium','high'}
@attribute 'Eve Mins' {'low','medium','high'}
@attribute 'Night Mins' {'low','medium','high'}
@attribute 'Intl Mins' {'low','medium','high'}
@attribute 'CustServ Calls' {'low','high'}
@attribute 'Total Base Calls' {'low','medium','high'}
@attribute 'Total Extra Calls' {'low','medium','high'}
@attribute Churn? {False.,True.}

@data
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'low',no,yes,'high','medium','medium','high','low','medium','high',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','medium','low','low','low',False.
'low',no,no,'medium','medium','medium','high','low','medium','low',False.
'low',no,no,'medium','medium','high','medium','low','medium','low',True.
'low',no,no,'medium','medium','low','medium','low','medium','low',False.
'low',no,no,'medium','medium','medium','high','low','low','low',False.
'low',no,no,'medium','low','medium','medium','low','medium','low',False.
'medium',no,yes,'low','medium','medium','medium','low','high','medium',False.
'medium',no,no,'high','high','medium','high','low','medium','low',True.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'low','medium','medium','medium','low','medium','low',False.
'medium',yes,no,'high','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','high','low','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','low','low','high','low',False.
'high',no,no,'medium','high','medium','medium','low','medium','low',False.
'low',no,no,'medium','medium','medium','medium','low','low','low',False.
'medium',no,no,'low','medium','medium','low','low','medium','low',True.
'medium',no,yes,'medium','medium','medium','medium','low','medium','high',False.
'medium',no,yes,'medium','medium','high','medium','low','medium','high',False.
'low',no,no,'high','medium','high','low','low','high','low',True.
'medium',no,yes,'medium','low','medium','high','low','high','high',False.
'low',yes,yes,'medium','high','medium','medium','low','medium','high',False.
'low',no,no,'medium','medium','medium','medium','low','high','low',False.
'low',no,no,'low','medium','medium','medium','low','high','low',False.
'low',no,no,'medium','high','medium','medium','low','medium','low',False.
'medium',no,yes,'high','high','medium','medium','low','medium','high',False.
'low',no,yes,'medium','high','low','medium','low','medium','medium',False.
'medium',no,no,'low','medium','medium','medium','low','medium','low',False.
'medium',no,no,'low','medium','medium','medium','low','high','low',False.
'low',no,yes,'medium','medium','medium','medium','low','high','medium',False.
'high',no,no,'medium','medium','high','medium','low','medium','low',False.
'medium',yes,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','high','low','low','low',False.
'low',no,no,'low','medium','low','medium','low','medium','low',False.
'medium',no,yes,'medium','medium','medium','medium','low','high','medium',False.
'medium',no,no,'high','medium','medium','low','low','medium','low',True.
'high',no,no,'high','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','high','low','medium','low','medium','low',False.
'medium',no,no,'medium','low','medium','medium','low','medium','low',False.
'medium',yes,yes,'medium','medium','medium','medium','low','medium','medium',False.
'medium',no,no,'low','medium','medium','medium','low','low','low',False.
'medium',no,yes,'low','medium','medium','medium','low','medium','medium',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','low','low','medium','low',False.
'medium',no,no,'medium','high','medium','medium','low','medium','low',False.
'low',no,no,'medium','medium','medium','low','low','medium','low',False.
'medium',no,no,'medium','low','medium','medium','low','medium','low',False.
'medium',no,yes,'low','medium','medium','medium','low','medium','high',False.
'medium',no,no,'medium','low','medium','medium','low','medium','low',True.
'medium',no,no,'medium','high','medium','medium','low','high','low',False.
'low',no,yes,'low','high','medium','medium','high','medium','medium',True.
'high',no,no,'medium','medium','low','medium','low','medium','low',False.
'low',no,yes,'medium','medium','medium','medium','low','medium','medium',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,yes,'medium','medium','medium','medium','low','low','medium',False.
'medium',no,yes,'medium','medium','medium','medium','low','medium','medium',False.
'high',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'low',no,no,'medium','high','medium','medium','low','medium','low',False.
'medium',no,no,'low','medium','medium','medium','low','low','low',False.
'low',yes,yes,'high','medium','low','low','low','medium','high',False.
'low',no,no,'low','medium','medium','low','low','medium','low',False.
'low',yes,no,'medium','medium','medium','high','low','medium','low',True.
'low',no,yes,'high','medium','medium','medium','low','medium','medium',False.
'medium',no,yes,'medium','medium','medium','low','low','low','medium',False.
'medium',yes,yes,'low','medium','medium','medium','low','high','medium',False.
'low',no,no,'medium','medium','medium','medium','low','medium','low',False.
'low',no,no,'medium','medium','medium','low','low','high','low',False.
'medium',no,yes,'low','high','medium','medium','low','medium','medium',False.
'high',no,no,'high','medium','medium','medium','low','medium','low',False.
'medium',yes,no,'medium','high','low','medium','low','medium','low',False.
'low',no,yes,'medium','medium','medium','medium','low','medium','high',False.
'low',no,yes,'medium','high','medium','medium','low','low','medium',False.
'medium',no,no,'high','medium','medium','medium','low','high','low',False.
'low',no,no,'medium','medium','medium','medium','low','medium','low',False.
'low',no,no,'medium','medium','medium','medium','low','medium','low',False.
'low',no,yes,'low','high','medium','medium','low','high','high',False.
'medium',yes,yes,'low','high','low','medium','low','high','medium',True.
'medium',no,yes,'medium','medium','low','medium','low','medium','medium',False.
'medium',yes,yes,'high','medium','medium','medium','low','high','high',False.
'low',no,no,'medium','medium','medium','high','low','high','low',False.
'medium',no,no,'medium','high','medium','medium','low','high','low',False.
'medium',no,no,'medium','medium','low','low','low','medium','low',False.
'high',no,yes,'high','medium','medium','medium','low','high','high',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',True.
'medium',yes,no,'medium','medium','low','medium','low','medium','low',False.
'low',no,no,'medium','medium','high','medium','low','medium','low',False.
'low',no,yes,'medium','medium','high','medium','low','medium','low',False.
'medium',no,yes,'medium','medium','medium','medium','low','low','medium',False.
'medium',no,no,'medium','medium','medium','medium','low','high','low',False.
'medium',no,no,'high','medium','medium','medium','low','medium','low',False.
'high',no,no,'medium','high','medium','medium','low','low','low',False.
'medium',no,no,'low','medium','low','medium','low','medium','low',False.
'medium',no,yes,'medium','medium','medium','medium','low','high','medium',False.
'low',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,yes,'high','low','medium','medium','low','medium','high',False.
'medium',no,yes,'medium','medium','medium','high','low','medium','high',True.
'medium',no,no,'low','high','medium','low','low','low','low',False.
'medium',no,yes,'low','medium','medium','medium','low','medium','medium',False.
'medium',no,no,'medium','low','medium','low','low','medium','low',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','high','low','low','low',False.
'low',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'low','high','medium','medium','low','medium','low',False.
'low',no,no,'medium','medium','low','medium','low','high','low',False.
'medium',no,no,'medium','medium','medium','medium','low','low','low',False.
'low',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'high',no,no,'low','medium','medium','low','low','medium','low',False.
'low',yes,yes,'medium','medium','medium','high','low','medium','high',True.
'low',no,yes,'medium','medium','medium','low','low','high','medium',False.
'medium',no,yes,'medium','medium','medium','high','low','medium','medium',False.
'low',no,yes,'medium','medium','low','low','low','medium','high',False.
'low',no,no,'medium','high','medium','medium','low','medium','low',False.
'low',yes,no,'high','high','medium','medium','low','medium','low',True.
'medium',yes,no,'high','medium','medium','medium','low','medium','low',False.
'medium',no,no,'low','medium','medium','high','low','low','low',False.
'low',no,no,'low','low','medium','high','low','medium','low',False.
'medium',no,yes,'medium','medium','medium','low','low','low','high',False.
'medium',no,no,'medium','high','medium','medium','low','medium','low',False.
'medium',no,no,'high','medium','medium','medium','low','medium','low',False.
'low',no,yes,'medium','medium','high','medium','low','medium','low',False.
'low',no,no,'low','medium','medium','medium','low','medium','low',False.
'medium',no,yes,'medium','medium','medium','high','low','medium','high',False.
'low',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',yes,no,'high','medium','high','medium','low','medium','low',False.
'medium',yes,no,'medium','medium','medium','medium','low','medium','low',True.
'medium',no,no,'medium','medium','medium','high','low','medium','low',False.
'medium',no,no,'medium','medium','high','medium','low','medium','low',False.
'medium',no,yes,'medium','medium','medium','medium','low','medium','high',False.
'high',no,no,'medium','medium','medium','low','low','medium','low',False.
'medium',no,no,'low','high','medium','medium','low','medium','low',False.
'low',no,no,'medium','high','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'low',no,no,'medium','high','medium','medium','low','medium','low',False.
'medium',no,yes,'medium','medium','medium','medium','low','medium','medium',True.
'medium',no,no,'medium','medium','medium','low','low','medium','low',False.
'medium',no,yes,'medium','high','medium','medium','low','medium','medium',False.
'low',no,yes,'low','medium','medium','medium','low','medium','high',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'low',no,no,'medium','high','medium','medium','low','medium','low',False.
'medium',no,no,'medium','medium','medium','medium','low','medium','low',False.
'medium',no,no,'medium','high','medium','medium','low','medium','low',False.
'low',no,no,'high','low','medium','medium','low','medium','low',False.
